,EVENT_DATE_YEAR,EVENT_DATE,LAT,LONG,SPCSNO,LATIN_NAME
581,2016,2016-04-26,52.10655,1.1030846,37.0,Gobio gobio
584,2016,2016-04-26,52.10655,1.1030846,1.0,Phoxinus phoxinus
585,2016,2016-04-26,52.10655,1.1030846,2.0,Tinca tinca
587,2016,2016-04-26,52.10655,1.1030846,40.0,Anguilla anguilla
588,2019,2019-04-23,52.10655,1.1030846,122.0,Rutilus rutilus
589,2019,2019-04-23,52.10655,1.1030846,23.0,Esox lucius
591,2019,2019-04-23,52.10655,1.1030846,41.0,Perca fluviatilis
592,2019,2019-04-23,52.10655,1.1030846,11.0,Gobio gobio
596,2019,2019-04-23,52.10655,1.1030846,1.0,Tinca tinca
597,2019,2019-04-23,52.10655,1.1030846,14.0,Anguilla anguilla
598,2022,2022-04-07,52.107818,1.104794,11.0,Rutilus rutilus
600,2022,2022-04-07,52.107818,1.104794,36.0,Esox lucius
601,2022,2022-04-07,52.107818,1.104794,91.0,Perca fluviatilis
602,2022,2022-04-07,52.107818,1.104794,1.0,Gobio gobio
603,2022,2022-04-07,52.107818,1.104794,2.0,Tinca tinca
606,2022,2022-04-07,52.107818,1.104794,92.0,Anguilla anguilla
609,2003,2003-04-22,52.073257,1.1036929,45.0,Perca fluviatilis
610,2003,2003-04-22,52.073257,1.1036929,30.0,Esox lucius
611,2003,2003-04-22,52.073257,1.1036929,17.0,Rutilus rutilus
613,2003,2003-04-22,52.073257,1.1036929,5.0,Tinca tinca
615,2003,2003-04-22,52.073257,1.1036929,17.0,Anguilla anguilla
617,2004,2004-04-13,52.073257,1.1036929,52.0,Esox lucius
618,2004,2004-04-13,52.073257,1.1036929,11.0,Tinca tinca
619,2004,2004-04-13,52.073257,1.1036929,65.0,Perca fluviatilis
621,2004,2004-04-13,52.073257,1.1036929,26.0,Anguilla anguilla
624,2004,2004-04-13,52.073257,1.1036929,9.0,Rutilus rutilus
626,2005,2005-04-20,52.073257,1.1036929,416.0,Rutilus rutilus
627,2005,2005-04-20,52.073257,1.1036929,194.0,Perca fluviatilis
628,2005,2005-04-20,52.073257,1.1036929,54.0,Esox lucius
631,2005,2005-04-20,52.073257,1.1036929,17.0,Tinca tinca
632,2005,2005-04-20,52.073257,1.1036929,7.0,Gobio gobio
635,2005,2005-04-20,52.073257,1.1036929,54.0,Anguilla anguilla
638,2006,2006-05-02,52.073257,1.1036929,389.0,Rutilus rutilus
639,2006,2006-05-02,52.073257,1.1036929,110.0,Perca fluviatilis
640,2006,2006-05-02,52.073257,1.1036929,77.0,Esox lucius
644,2006,2006-05-02,52.073257,1.1036929,12.0,Tinca tinca
646,2006,2006-05-02,52.073257,1.1036929,59.0,Anguilla anguilla
647,2007,2007-04-11,52.073257,1.1036929,194.0,Rutilus rutilus
648,2007,2007-04-11,52.073257,1.1036929,75.0,Esox lucius
649,2007,2007-04-11,52.073257,1.1036929,153.0,Perca fluviatilis
650,2007,2007-04-11,52.073257,1.1036929,3.0,Gobio gobio
652,2007,2007-04-11,52.073257,1.1036929,17.0,Tinca tinca
655,2007,2007-04-11,52.073257,1.1036929,98.0,Anguilla anguilla
657,2008,2008-04-11,52.073257,1.1036929,73.0,Esox lucius
658,2008,2008-04-11,52.073257,1.1036929,18.0,Tinca tinca
659,2008,2008-04-11,52.073257,1.1036929,50.0,Perca fluviatilis
660,2008,2008-04-11,52.073257,1.1036929,11.0,Rutilus rutilus
664,2008,2008-04-11,52.073257,1.1036929,64.0,Anguilla anguilla
666,2008,2008-04-11,52.073257,1.1036929,1.0,Cyprinus carpio
668,2009,2009-05-06,52.073257,1.1036929,339.0,Rutilus rutilus
669,2009,2009-05-06,52.073257,1.1036929,51.0,Esox lucius
670,2009,2009-05-06,52.073257,1.1036929,80.0,Perca fluviatilis
674,2009,2009-05-06,52.073257,1.1036929,12.0,Tinca tinca
675,2009,2009-05-06,52.073257,1.1036929,40.0,Anguilla anguilla
677,2010,2010-04-13,52.073257,1.1036929,55.0,Esox lucius
678,2010,2010-04-13,52.073257,1.1036929,110.0,Perca fluviatilis
679,2010,2010-04-13,52.073257,1.1036929,13.0,Tinca tinca
682,2010,2010-04-13,52.073257,1.1036929,5.0,Rutilus rutilus
684,2010,2010-04-13,52.073257,1.1036929,1.0,Scardinius erythrophthalmus
686,2010,2010-04-13,52.073257,1.1036929,77.0,Anguilla anguilla
688,2013,2013-04-17,52.073257,1.1036929,107.0,Rutilus rutilus
689,2013,2013-04-17,52.073257,1.1036929,121.0,Perca fluviatilis
690,2013,2013-04-17,52.073257,1.1036929,58.0,Esox lucius
696,2013,2013-04-17,52.073257,1.1036929,1.0,Tinca tinca
698,2013,2013-04-17,52.073257,1.1036929,1.0,Gobio gobio
699,2013,2013-04-17,52.073257,1.1036929,90.0,Anguilla anguilla
700,2016,2016-05-04,52.073257,1.1036929,315.0,Rutilus rutilus
702,2016,2016-05-04,52.073257,1.1036929,271.0,Perca fluviatilis
704,2016,2016-05-04,52.073257,1.1036929,38.0,Esox lucius
706,2016,2016-05-04,52.073257,1.1036929,1.0,Tinca tinca
709,2016,2016-05-04,52.073257,1.1036929,37.0,Anguilla anguilla
710,2019,2019-05-01,52.073257,1.1036929,366.0,Rutilus rutilus
712,2019,2019-05-01,52.073257,1.1036929,26.0,Esox lucius
713,2019,2019-05-01,52.073257,1.1036929,157.0,Perca fluviatilis
715,2019,2019-05-01,52.073257,1.1036929,1.0,Gobio gobio
718,2019,2019-05-01,52.073257,1.1036929,21.0,Anguilla anguilla
720,2022,2022-04-12,52.074159,1.1042518,9.0,Rutilus rutilus
721,2022,2022-04-12,52.074159,1.1042518,27.0,Esox lucius
722,2022,2022-04-12,52.074159,1.1042518,168.0,Perca fluviatilis
724,2022,2022-04-12,52.074159,1.1042518,4.0,Tinca tinca
727,2022,2022-04-12,52.074159,1.1042518,28.0,Anguilla anguilla
729,2004,2004-05-21,52.057569,1.0500809,21.0,Salmo trutta
731,2004,2004-05-21,52.057569,1.0500809,69.0,Gasterosteus aculeatus
732,2010,2010-05-21,52.057569,1.0500809,131.0,Gasterosteus aculeatus
735,2016,2016-03-15,52.058255,1.0496608,,Gasterosteus aculeatus
736,2016,2016-03-15,52.058255,1.0496608,,Salmo trutta
737,2004,2004-05-20,52.0345,1.1068392,157.0,Salmo trutta
739,2004,2004-05-20,52.0345,1.1068392,2.0,Gasterosteus aculeatus
740,2004,2004-05-20,52.0345,1.1068392,42.0,Anguilla anguilla
741,2004,2004-05-20,52.0345,1.1068392,1.0,Platichthys flesus
742,2010,2010-05-21,52.0345,1.1068392,155.0,Salmo trutta
744,2010,2010-05-21,52.0345,1.1068392,18.0,Anguilla anguilla
745,2010,2010-05-21,52.0345,1.1068392,2.0,Gasterosteus aculeatus
746,2003,2003-04-24,52.057918,1.1055469,46.0,Esox lucius
747,2003,2003-04-24,52.057918,1.1055469,46.0,Perca fluviatilis
748,2003,2003-04-24,52.057918,1.1055469,199.0,Rutilus rutilus
749,2003,2003-04-24,52.057918,1.1055469,4.0,Tinca tinca
753,2003,2003-04-24,52.057918,1.1055469,1.0,Gobio gobio
755,2003,2003-04-24,52.057918,1.1055469,24.0,Anguilla anguilla
756,2004,2004-04-16,52.057918,1.1055469,38.0,Esox lucius
757,2004,2004-04-16,52.057918,1.1055469,27.0,Perca fluviatilis
758,2004,2004-04-16,52.057918,1.1055469,1.0,Gobio gobio
759,2004,2004-04-16,52.057918,1.1055469,6.0,Tinca tinca
761,2004,2004-04-16,52.057918,1.1055469,3.0,Rutilus rutilus
763,2004,2004-04-16,52.057918,1.1055469,19.0,Anguilla anguilla
764,2005,2005-04-06,52.057918,1.1055469,127.0,Perca fluviatilis
765,2005,2005-04-06,52.057918,1.1055469,132.0,Rutilus rutilus
767,2005,2005-04-06,52.057918,1.1055469,16.0,Tinca tinca
768,2005,2005-04-06,52.057918,1.1055469,40.0,Esox lucius
770,2005,2005-04-06,52.057918,1.1055469,9.0,Gobio gobio
773,2005,2005-04-06,52.057918,1.1055469,114.0,Anguilla anguilla
774,2006,2006-05-03,52.057918,1.1055469,175.0,Rutilus rutilus
775,2006,2006-05-03,52.057918,1.1055469,42.0,Esox lucius
776,2006,2006-05-03,52.057918,1.1055469,163.0,Perca fluviatilis
779,2006,2006-05-03,52.057918,1.1055469,13.0,Tinca tinca
781,2006,2006-05-03,52.057918,1.1055469,45.0,Anguilla anguilla
782,2007,2007-03-29,52.057918,1.1055469,491.0,Rutilus rutilus
783,2007,2007-03-29,52.057918,1.1055469,70.0,Esox lucius
784,2007,2007-03-29,52.057918,1.1055469,11.0,Tinca tinca
786,2007,2007-03-29,52.057918,1.1055469,134.0,Perca fluviatilis
789,2007,2007-03-29,52.057918,1.1055469,122.0,Anguilla anguilla
790,2008,2008-04-10,52.057918,1.1055469,847.0,Rutilus rutilus
791,2008,2008-04-10,52.057918,1.1055469,151.0,Perca fluviatilis
792,2008,2008-04-10,52.057918,1.1055469,55.0,Esox lucius
795,2008,2008-04-10,52.057918,1.1055469,10.0,Tinca tinca
797,2008,2008-04-10,52.057918,1.1055469,1.0,Scardinius erythrophthalmus
799,2008,2008-04-10,52.057918,1.1055469,45.0,Anguilla anguilla
800,2009,2009-04-02,52.057918,1.1055469,67.0,Perca fluviatilis
801,2009,2009-04-02,52.057918,1.1055469,400.0,Rutilus rutilus
802,2009,2009-04-02,52.057918,1.1055469,4.0,Tinca tinca
806,2009,2009-04-02,52.057918,1.1055469,41.0,Esox lucius
808,2009,2009-04-02,52.057918,1.1055469,72.0,Anguilla anguilla
809,2010,2010-04-22,52.057918,1.1055469,12.0,Esox lucius
811,2010,2010-04-22,52.057918,1.1055469,45.0,Rutilus rutilus
812,2010,2010-04-22,52.057918,1.1055469,62.0,Perca fluviatilis
815,2010,2010-04-22,52.057918,1.1055469,2.0,Tinca tinca
816,2010,2010-04-22,52.057918,1.1055469,1.0,Gobio gobio
819,2010,2010-04-22,52.057918,1.1055469,22.0,Anguilla anguilla
820,2013,2013-04-22,52.057918,1.1055469,349.0,Rutilus rutilus
821,2013,2013-04-22,52.057918,1.1055469,189.0,Perca fluviatilis
823,2013,2013-04-22,52.057918,1.1055469,12.0,Tinca tinca
826,2013,2013-04-22,52.057918,1.1055469,14.0,Esox lucius
828,2013,2013-04-22,52.057918,1.1055469,7.0,Gobio gobio
830,2013,2013-04-22,52.057918,1.1055469,36.0,Anguilla anguilla
831,2016,2016-05-10,52.057918,1.1055469,1634.0,Rutilus rutilus
832,2016,2016-05-10,52.057918,1.1055469,37.0,Esox lucius
834,2016,2016-05-10,52.057918,1.1055469,58.0,Perca fluviatilis
838,2016,2016-05-10,52.057918,1.1055469,1.0,Tinca tinca
839,2016,2016-05-10,52.057918,1.1055469,61.0,Anguilla anguilla
840,2016,2016-05-10,52.057918,1.1055469,1.0,Anguilla anguilla
841,2019,2019-05-20,52.057918,1.1055469,446.0,Rutilus rutilus
842,2019,2019-05-20,52.057918,1.1055469,93.0,Perca fluviatilis
844,2019,2019-05-20,52.057918,1.1055469,14.0,Esox lucius
847,2019,2019-05-20,52.057918,1.1055469,5.0,Gobio gobio
850,2019,2019-05-20,52.057918,1.1055469,28.0,Anguilla anguilla
851,2007,2007-02-07,51.859413,1.1296161,7.0,Anguilla anguilla
852,2007,2007-02-07,51.859413,1.1296161,1.0,Pungitius pungitius
853,2007,2007-02-07,51.859413,1.1296161,1.0,Gasterosteus aculeatus
855,2007,2007-02-07,51.880086,1.0961748,4.0,Anguilla anguilla
856,2007,2007-02-07,51.880086,1.0961748,3.0,Gasterosteus aculeatus
857,2007,2007-02-07,51.880086,1.0961748,2.0,Pungitius pungitius
858,2007,2007-02-07,51.880086,1.0961748,1.0,Rutilus rutilus
860,2014,2014-02-19,51.880086,1.0961748,3.0,Rutilus rutilus
862,2014,2014-02-19,51.880086,1.0961748,4.0,Gasterosteus aculeatus
863,2014,2014-02-19,51.880086,1.0961748,3.0,Salmo trutta
864,2014,2014-02-19,51.880086,1.0961748,3.0,Anguilla anguilla
865,2007,2007-02-07,51.902166,1.0773386,33.0,Pungitius pungitius
866,2007,2007-03-14,51.967131,1.1036307,26.0,Salmo trutta
868,2007,2007-03-14,51.967131,1.1036307,4.0,Anguilla anguilla
869,2007,2007-03-14,51.967131,1.1036307,12.0,Gasterosteus aculeatus
870,2011,2011-03-21,51.967131,1.1036307,,Salmo trutta
871,2011,2011-03-21,51.967131,1.1036307,,Gasterosteus aculeatus
873,2011,2011-03-21,51.967131,1.1036307,,Anguilla anguilla
874,2011,2011-03-21,51.967131,1.1036307,,Anguilla anguilla
876,2017,2017-03-14,51.967131,1.1036307,,Gasterosteus aculeatus
877,2017,2017-03-14,51.967131,1.1036307,,Salmo trutta
878,2017,2017-03-14,51.967131,1.1036307,,Anguilla anguilla
879,2007,2007-03-14,51.976834,1.0766307,11.0,Salmo trutta
881,2007,2007-03-14,51.976834,1.0766307,10.0,Anguilla anguilla
882,2011,2011-03-21,51.976834,1.0766307,,Salmo trutta
883,2011,2011-03-21,51.976834,1.0766307,,Anguilla anguilla
886,2017,2017-03-14,51.976834,1.0766307,,Scardinius erythrophthalmus
887,2017,2017-03-14,51.976834,1.0766307,,Salmo trutta
891,2004,2004-02-17,51.955553,0.99511137,4.0,Gasterosteus aculeatus
892,2004,2004-02-17,51.955553,0.99511137,1.0,Salmo trutta
893,2004,2004-02-17,51.955553,0.99511137,1.0,Esox lucius
894,2004,2004-02-17,51.955553,0.99511137,3.0,Anguilla anguilla
896,2010,2010-01-27,51.955553,0.99511137,2.0,Rutilus rutilus
898,2010,2010-01-27,51.955553,0.99511137,3.0,Gasterosteus aculeatus
899,2010,2010-01-27,51.955553,0.99511137,1.0,Anguilla anguilla
900,2004,2004-02-18,51.953318,0.94110641,1.0,Rutilus rutilus
902,2004,2004-02-18,51.953318,0.94110641,3.0,Anguilla anguilla
904,2004,2004-05-26,52.11318,0.80262632,64.0,Phoxinus phoxinus
905,2004,2004-05-26,52.11318,0.80262632,53.0,Gasterosteus aculeatus
908,2010,2010-02-12,52.11318,0.80262632,84.0,Phoxinus phoxinus
909,2010,2010-02-12,52.11318,0.80262632,84.0,Gasterosteus aculeatus
912,2016,2016-03-15,52.114039,0.80319148,,Phoxinus phoxinus
913,2016,2016-03-15,52.114039,0.80319148,,Gasterosteus aculeatus
916,2004,2004-05-26,52.106895,0.80223197,65.0,Phoxinus phoxinus
918,2004,2004-05-26,52.106895,0.80223197,42.0,Gasterosteus aculeatus
920,2004,2004-05-26,52.101403,0.80626855,83.0,Phoxinus phoxinus
922,2004,2004-05-26,52.101403,0.80626855,8.0,Gasterosteus aculeatus
924,2004,2004-05-26,52.101403,0.80626855,1.0,Anguilla anguilla
926,2010,2010-02-12,52.101403,0.80626855,1.0,Rutilus rutilus
928,2010,2010-02-12,52.101403,0.80626855,211.0,Phoxinus phoxinus
929,2010,2010-02-12,52.101403,0.80626855,2.0,Gasterosteus aculeatus
930,2004,2004-05-28,52.098361,0.82067994,42.0,Phoxinus phoxinus
932,2004,2004-05-28,52.098361,0.82067994,196.0,Gasterosteus aculeatus
934,2010,2010-02-12,52.098361,0.82067994,4.0,Phoxinus phoxinus
936,2004,2004-06-01,52.028587,0.84252829,10.0,Salmo trutta
938,2004,2004-06-01,52.028587,0.84252829,2.0,Gasterosteus aculeatus
939,2010,2010-04-09,52.028587,0.84252829,6.0,Salmo trutta
941,2010,2010-04-09,52.028587,0.84252829,30.0,Gasterosteus aculeatus
942,2016,2016-01-20,52.029345,0.84241602,,Gasterosteus aculeatus
944,2016,2016-01-20,52.029345,0.84241602,,Salmo trutta
945,2004,2004-04-29,52.042547,0.82299644,12.0,Salmo trutta
947,2004,2004-04-29,52.042547,0.82299644,11.0,Gasterosteus aculeatus
948,2004,2004-04-29,52.042547,0.82299644,1.0,Anguilla anguilla
949,2010,2010-02-05,52.042547,0.82299644,3.0,Salmo trutta
951,2010,2010-02-05,52.042547,0.82299644,2.0,Gasterosteus aculeatus
952,2004,2004-04-29,52.055467,0.80922286,14.0,Salmo trutta
954,2004,2004-04-29,52.055467,0.80922286,18.0,Gasterosteus aculeatus
955,2004,2004-04-29,52.055467,0.80922286,3.0,Anguilla anguilla
956,2010,2010-02-05,52.055467,0.80922286,2.0,Salmo trutta
958,2010,2010-02-05,52.055467,0.80922286,6.0,Gasterosteus aculeatus
959,2010,2010-02-05,52.055467,0.80922286,1.0,Pungitius pungitius
962,2010,2010-01-29,52.020038,0.97026487,4.0,Phoxinus phoxinus
963,2010,2010-01-29,52.020038,0.97026487,1.0,Anguilla anguilla
964,2016,2016-02-17,52.020431,0.97109267,,Anguilla anguilla
966,2016,2016-02-17,52.020431,0.97109267,,Phoxinus phoxinus
970,2010,2010-01-29,52.101657,0.90704962,1.0,Rutilus rutilus
972,2010,2010-01-29,52.101657,0.90704962,4.0,Gasterosteus aculeatus
974,2010,2010-01-29,52.101657,0.90704962,23.0,Phoxinus phoxinus
975,2016,2016-02-17,52.1031,0.90796138,,Phoxinus phoxinus
978,2004,2004-06-01,52.108014,0.90454215,166.0,Gasterosteus aculeatus
979,2010,2010-01-29,52.108014,0.90454215,8.0,Gasterosteus aculeatus
980,2016,2016-02-17,52.109016,0.90476795,,Gasterosteus aculeatus
981,2004,2004-03-26,52.10352,0.8677391,58.0,Phoxinus phoxinus
983,2004,2004-03-26,52.10352,0.8677391,12.0,Gasterosteus aculeatus
985,2010,2010-02-10,52.10352,0.8677391,65.0,Phoxinus phoxinus
988,2010,2010-02-10,52.10352,0.8677391,15.0,Gasterosteus aculeatus
989,2016,2016-01-27,52.104856,0.86788331,,Gasterosteus aculeatus
990,2016,2016-01-27,52.104856,0.86788331,,Phoxinus phoxinus
994,2004,2004-02-26,52.110916,0.85944992,18.0,Phoxinus phoxinus
996,2004,2004-02-26,52.110916,0.85944992,55.0,Gasterosteus aculeatus
997,2010,2010-02-10,52.110916,0.85944992,33.0,Gasterosteus aculeatus
1001,2016,2016-01-27,52.111291,0.86029192,,Gasterosteus aculeatus
1002,2016,2016-01-27,52.111291,0.86029192,,Phoxinus phoxinus
1007,2004,2004-01-06,52.032675,0.66781805,4.0,Gasterosteus aculeatus
1009,2010,2010-03-25,52.032675,0.66781805,1.0,Gasterosteus aculeatus
1010,2016,2016-01-20,52.032603,0.6674201,,Gasterosteus aculeatus
1012,2016,2016-01-20,52.032603,0.6674201,,Pungitius pungitius
1013,2004,2004-01-06,52.023517,0.63520229,20.0,Gasterosteus aculeatus
1016,2010,2010-03-25,52.023517,0.63520229,8.0,Gasterosteus aculeatus
1017,2016,2016-01-20,52.022849,0.63734957,,Gasterosteus aculeatus
1019,2004,2004-01-07,52.107403,0.74238233,65.0,Phoxinus phoxinus
1020,2004,2004-01-07,52.107403,0.74238233,209.0,Gasterosteus aculeatus
1023,2010,2010-02-16,52.107403,0.74238233,15.0,Phoxinus phoxinus
1025,2010,2010-02-16,52.107403,0.74238233,12.0,Gasterosteus aculeatus
1026,2010,2010-02-16,52.107403,0.74238233,1.0,Esox lucius
1028,2004,2004-01-07,52.113859,0.73547505,17.0,Gasterosteus aculeatus
1030,2004,2004-01-07,52.113859,0.73547505,16.0,Phoxinus phoxinus
1031,2010,2010-02-16,52.113859,0.73547505,9.0,Phoxinus phoxinus
1032,2010,2010-02-16,52.113859,0.73547505,6.0,Gasterosteus aculeatus
1034,2016,2016-01-27,52.115042,0.73526995,,Gasterosteus aculeatus
1035,2016,2016-01-27,52.115042,0.73526995,,Phoxinus phoxinus
1039,2004,2004-01-07,52.125041,0.71862699,25.0,Phoxinus phoxinus
1040,2004,2004-01-07,52.125041,0.71862699,167.0,Gasterosteus aculeatus
1044,2010,2010-02-16,52.129665,0.71306368,2.0,Gasterosteus aculeatus
1045,2004,2004-05-24,52.138065,0.62003839,5.0,Salmo trutta
1046,2004,2004-05-24,52.138065,0.62003839,1.0,Gasterosteus aculeatus
1048,2004,2004-05-24,52.138065,0.62003839,31.0,Phoxinus phoxinus
1049,2010,2010-04-09,52.138065,0.62003839,3.0,Salmo trutta
1051,2010,2010-04-09,52.138065,0.62003839,31.0,Phoxinus phoxinus
1053,2010,2010-04-09,52.138065,0.62003839,4.0,Gasterosteus aculeatus
1054,2004,2004-05-24,52.138356,0.60690206,33.0,Salmo trutta
1056,2004,2004-05-24,52.138356,0.60690206,24.0,Gasterosteus aculeatus
1057,2004,2004-05-24,52.138356,0.60690206,3.0,Phoxinus phoxinus
1059,2010,2010-04-09,52.138356,0.60690206,7.0,Salmo trutta
1062,2010,2010-04-09,52.138356,0.60690206,35.0,Phoxinus phoxinus
1063,2016,2016-03-15,52.139313,0.60387416,,Phoxinus phoxinus
1064,2016,2016-03-15,52.139313,0.60387416,,Gasterosteus aculeatus
1066,2004,2004-05-10,52.145381,0.57369299,10.0,Salmo trutta
1067,2004,2004-05-10,52.145381,0.57369299,9.0,Phoxinus phoxinus
1070,2004,2004-05-10,52.145381,0.57369299,1.0,Gasterosteus aculeatus
1071,2010,2010-03-30,52.145381,0.57369299,16.0,Salmo trutta
1073,2010,2010-03-30,52.145381,0.57369299,10.0,Phoxinus phoxinus
1075,2004,2004-05-10,52.140499,0.63187384,2.0,Salmo trutta
1077,2004,2004-05-10,52.140499,0.63187384,8.0,Gasterosteus aculeatus
1079,2004,2004-05-10,52.140499,0.63187384,38.0,Phoxinus phoxinus
1081,2010,2010-04-09,52.140499,0.63187384,11.0,Salmo trutta
1083,2010,2010-04-09,52.140499,0.63187384,33.0,Phoxinus phoxinus
1084,2010,2010-04-09,52.140499,0.63187384,3.0,Gasterosteus aculeatus
1087,2004,2004-05-10,52.146342,0.61175391,15.0,Gasterosteus aculeatus
1088,2004,2004-05-10,52.146342,0.61175391,5.0,Phoxinus phoxinus
1091,2004,2004-06-28,52.078599,0.58444367,6.0,Phoxinus phoxinus
1093,2004,2004-06-28,52.078599,0.58444367,226.0,Gasterosteus aculeatus
1094,2004,2004-06-28,52.078599,0.58444367,1.0,Esox lucius
1098,2010,2010-03-24,52.078599,0.58444367,1.0,Rutilus rutilus
1099,2010,2010-03-24,52.078599,0.58444367,43.0,Phoxinus phoxinus
1101,2010,2010-03-24,52.078599,0.58444367,17.0,Gasterosteus aculeatus
1103,2004,2004-05-28,52.092517,0.56480851,23.0,Phoxinus phoxinus
1108,2004,2004-05-28,52.092517,0.56480851,4.0,Gasterosteus aculeatus
1109,2010,2010-03-24,52.092517,0.56480851,10.0,Phoxinus phoxinus
1111,2010,2010-03-24,52.092517,0.56480851,8.0,Gasterosteus aculeatus
1114,2004,2004-02-16,52.053847,0.48090496,3.0,Rutilus rutilus
1116,2004,2004-02-16,52.053847,0.48090496,3.0,Gobio gobio
1117,2004,2004-02-16,52.053847,0.48090496,10.0,Gasterosteus aculeatus
1119,2004,2004-02-16,52.053847,0.48090496,1.0,Esox lucius
1120,2004,2004-02-16,52.053847,0.48090496,1.0,Perca fluviatilis
1121,2010,2010-03-22,52.053847,0.48090496,16.0,Phoxinus phoxinus
1122,2010,2010-03-22,52.053847,0.48090496,10.0,Gasterosteus aculeatus
1125,2010,2010-03-22,52.053847,0.48090496,1.0,Rutilus rutilus
1127,2004,2004-02-16,52.041195,0.44083069,109.0,Gasterosteus aculeatus
1129,2004,2004-02-16,52.041195,0.44083069,17.0,Phoxinus phoxinus
1131,2010,2010-03-22,52.041195,0.44083069,139.0,Gasterosteus aculeatus
1133,2010,2010-03-22,52.041195,0.44083069,24.0,Phoxinus phoxinus
1135,2004,2004-02-16,52.032603,0.42140877,65.0,Gasterosteus aculeatus
1137,2010,2010-03-22,52.032603,0.42140877,29.0,Gasterosteus aculeatus
1138,2004,2004-05-07,51.999436,0.74451765,35.0,Phoxinus phoxinus
1140,2004,2004-05-07,51.999436,0.74451765,1.0,Gasterosteus aculeatus
1143,2010,2010-03-12,51.999436,0.74451765,28.0,Phoxinus phoxinus
1145,2010,2010-03-12,51.999436,0.74451765,2.0,Gasterosteus aculeatus
1148,2004,2004-05-07,51.999876,0.72560346,34.0,Phoxinus phoxinus
1151,2004,2004-05-07,51.999876,0.72560346,4.0,Gasterosteus aculeatus
1152,2010,2010-03-12,51.999876,0.72560346,5.0,Phoxinus phoxinus
1155,2007,2007-02-02,51.83158,1.0594563,25.0,Anguilla anguilla
1156,2007,2007-02-02,51.83158,1.0594563,15.0,Pungitius pungitius
1157,2011,2011-02-22,51.83158,1.0594563,,Perca fluviatilis
1158,2011,2011-02-22,51.83158,1.0594563,,Gasterosteus aculeatus
1159,2011,2011-02-22,51.83158,1.0594563,,Pungitius pungitius
1160,2011,2011-02-22,51.83158,1.0594563,,Anguilla anguilla
1161,2007,2007-01-17,51.854252,1.0522805,3.0,Pungitius pungitius
1162,2007,2007-01-17,51.854252,1.0522805,2.0,Anguilla anguilla
1163,2011,2011-02-22,51.854252,1.0522805,,Pungitius pungitius
1164,2011,2011-02-22,51.854252,1.0522805,,Anguilla anguilla
1165,2007,2007-01-24,51.846172,1.0168826,18.0,Rutilus rutilus
1166,2007,2007-01-24,51.846172,1.0168826,5.0,Gasterosteus aculeatus
1167,2007,2007-01-24,51.846172,1.0168826,3.0,Pungitius pungitius
1169,2007,2007-01-24,51.846172,1.0168826,8.0,Anguilla anguilla
1170,2007,2007-01-24,51.846172,1.0168826,33.0,Scardinius erythrophthalmus
1171,2014,2014-02-24,51.846172,1.0168826,1.0,Rutilus rutilus
1173,2014,2014-02-24,51.846172,1.0168826,5.0,Scardinius erythrophthalmus
1175,2014,2014-02-24,51.846172,1.0168826,8.0,Pungitius pungitius
1176,2014,2014-02-24,51.846172,1.0168826,5.0,Gasterosteus aculeatus
1177,2014,2014-02-24,51.846172,1.0168826,6.0,Anguilla anguilla
1178,2014,2014-02-24,51.846172,1.0168826,2.0,Platichthys flesus
1180,2007,2007-01-24,51.869664,1.0126441,17.0,Anguilla anguilla
1181,2007,2007-01-24,51.869664,1.0126441,1.0,Pungitius pungitius
