SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING
601300,235500
601300,235500
601300,235500
601300,235500
601300,235500
601300,235500
601300,235500
601300,235500
601300,235500
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599535,236975
599535,236975
599535,236975
599535,236975
599535,236975
599535,236975
599535,236975
599535,236975
599535,236975
599535,236975
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599600,236800
599591,236855
599591,236855
599591,236855
599591,236855
599591,236855
599591,236855
599591,236855
599591,236855
599591,236855
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598535,237885
598535,237885
598535,237885
598535,237885
598535,237885
598535,237885
598535,237885
598535,237885
598535,237885
598535,237885
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598700,237800
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598331,237867
598331,237867
598331,237867
598331,237867
598331,237867
598331,237867
598331,237867
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
598100,237900
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
597082,239000
597082,239000
597082,239000
597082,239000
597082,239000
597082,239000
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
597200,238900
596800,239300
596800,239300
596800,239300
596800,239300
596800,239300
596800,239300
596768,239433
596768,239433
596768,239433
596768,239433
596768,239433
596800,239300
596800,239300
596800,239300
596800,239300
596800,239300
596844,239382
596844,239382
596844,239382
596844,239382
596844,239382
596800,239300
596800,239300
596800,239300
596800,239300
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
586100,242400
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585400,242300
585348,242308
585348,242308
585348,242308
584500,242000
584500,242000
584500,242000
584500,242000
584500,242000
584500,242000
584500,242000
584430,241904
584430,241904
584430,241904
584430,241904
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585700,245400
585824,245601
585824,245601
585824,245601
585824,245601
585824,245601
585824,245601
585824,245601
585824,245601
585824,245601
585824,245601
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
586300,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
587000,245900
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584400,246500
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
584700,247900
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
583837,248902
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582900,250500
582837,250588
582837,250588
582837,250588
582837,250588
582837,250588
582837,250588
582837,250588
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
582489,251248
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
580900,251900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
570500,243900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600400,225900
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
599966,225819
599966,225819
599966,225819
599966,225819
599966,225819
599966,225819
599966,225819
599966,225819
599966,225819
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
600000,225800
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
599200,225700
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
598800,226100
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
597700,225800
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
596500,225900
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
595700,226600
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
594600,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
593200,227300
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
592200,227000
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
590300,227300
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
589700,228400
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587800,228500
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
587000,228600
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
586200,229500
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
585300,229800
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
584400,229600
582000,230200
582000,230200
582000,230200
582000,230200
582000,230200
582000,230200
582000,230200
582000,230200
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
583000,229900
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
581700,230200
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580900,231000
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
580949,231062
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579900,232200
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
579400,232900
578900,233600
578900,233600
578900,233600
578900,233600
578900,233600
578900,233600
578900,233600
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
578100,235300
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
577500,235700
576900,236600
576900,236600
576900,236600
576900,236600
576900,236600
576900,236600
576900,236600
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
599600,220200
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598217,220612
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598300,220600
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
598268,220604
597900,220600
597900,220600
597900,220600
597900,220600
597900,220600
597900,220600
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
598000,220670
596400,221200
596400,221200
596400,221200
596400,221200
596400,221200
596400,221200
596400,221200
596400,221200
599400,220100
599400,220100
599400,220100
599400,220100
599400,220100
599400,220100
599400,220100
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583600,208700
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
583100,209900
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582100,211100
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
582900,212900
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583100,214500
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
583900,215200
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
584700,216100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585400,217100
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
585900,217900
